iso2c,country,year,status,lastupdated,agrid_land_km,agrid_land_per,arable_per,rural_below_5,rural_below_5_per,urban_below_5,urban_below_5_per,land_below_5_per,forest_km,forest_per,irrigated_land_per,avg_precip_mm,cereal_yield,pop_growth,pop_tot,urban_pop_growth,urban_pop,urban_pop_per,for_invest_per,ease_business,cpia_public_sec,school_enroll,school_complete,mort_rate,health_workers,underweight_5_per,pov_headcount,elec_access_per,coal_power_per,hydro_power_per,gas_power_per,nuke_power_per,oil_power_per,renew_power_per,renew_non_hydro,renew_non_hydro_per,renew_consum_per,energy_use_oil_eqiv,elec_consum_kw,energy_use_oil_percap,co2_intensity,co2_gaseous_kt,co2_gaseous_per,co2_emissions,co2_emissions_met,co2_liquid_kt,co2_liquid_per,co2_emmision_mt,co2_emission_ppp,co2_emission_2017,co2_solid_kt,co2_solid_per,other_greenhouse_mt,other_greenhouse_per,total_greenhouse_mt,total_greenhouse_per,hfc_emissions_mt,methane_mt,methane_per,no_emission_mt,no_emission_per,pfc_emission_mt,sf6_emission_mt,disaster_risk_score,ghg_emission_mt,dro_flood_extemp_per,rural_pop_below_5,urban_pop_below_5,pop_below_5_per,pop_agglo_mil_per,water_withdrawals_cub,water_withdrawals_per,terr_protect_per,marine_protect_per,terr_mari_protect_per,agri_forest_fish_gdp_per,iso3c,region,capital,longitude,latitude,income,lending
BR,Brazil,2010,,4/8/2022,2318342,27.73753491,6.150291811,47495.16797,0.567010929,3425.557373,0.040895286,0.607906215,5115807,61.20748157,NA,NA,4040.6,0.937959307,195713637,1.283608759,165055096,84.335,3.73001227,NA,NA,NA,NA,18.6,NA,NA,NA,99.35217285,2.198373227,78.19542603,7.072293478,2.815926475,3.114911439,84.72423388,33672000000,6.528807841,46.92419815,91.33889428,2374.116628,1358.502402,1.495914776,52702.124,13.25072889,0.2335258,397730,273884.563,68.86193222,2.032203816,0.142116576,0.136635202,58543.655,14.71944661,-14040.21094,99.33697453,986440,80.6889399,3336,413330,38.66734652,167390,32.4252254,5753,1532,NA,NA,NA,0.512386278,2.045824096,2.558210374,40.0467204,NA,NA,NA,NA,NA,4.115756488,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BS,"Bahamas, The",2010,,4/8/2022,150,1.498501499,0.899100899,6581.648438,51.94091974,121.8844757,0.961885435,52.90280518,5098.6,50.93506494,NA,NA,7533.3,1.514784775,354936,1.565704991,292563,82.427,8.636992163,NA,NA,NA,NA,15.6,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,1.652999997,NA,NA,NA,NA,0,0,0.181591884,2080,2383.55,114.59375,5.860211418,0.188488317,0.160345385,3.667,0.176298077,-1291.830777,-89.34066667,2410,27.18136802,NA,210,57.06277393,50,115.1355817,NA,NA,NA,NA,NA,8.485195634,11.79977694,20.28497257,NA,NA,NA,NA,NA,NA,1.097490432,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BT,Bhutan,2010,,4/8/2022,5200,13.64220689,2.639242333,NA,NA,NA,NA,NA,27052.9,70.97331899,NA,NA,2469.1,1.051899559,685502,3.328049482,238507,34.793,4.862689355,NA,3.9,1.029000044,87.29344177,42.4,NA,12.7,NA,73.28291087,NA,NA,NA,NA,NA,99.99590628,NA,NA,90.79859924,NA,NA,NA,NA,0,0,0.306724811,470,311.695,66.31808511,0.685628926,0.102431806,0.083709486,77.007,16.38446809,-676.1874924,NA,1570,151.5656181,NA,900,88.8019048,180,204.3385539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.78303646,BTN,South Asia,Thimphu,89.6177,27.5768,Lower middle income,IDA
BW,Botswana,2010,,4/8/2022,258610,45.63195878,0.457007746,NA,NA,NA,NA,NA,164377,29.00446421,0.00290012,NA,371.6,1.70592329,1987106,4.097678752,1240193,62.412,1.707873139,NA,NA,NA,NA,51.4,NA,NA,NA,51.78107071,100,0,0,0,0,0,0,0,30.30139923,82.57608933,1561.064181,1083.911477,1.564642242,0,0,0.295099195,3370,2445.889,72.57830861,1.695933684,0.131851104,0.129202038,1991.181,59.08548961,-1738.624115,17481.375,22420,510.5715742,0,10020,-28.20311458,8950,-59.49803178,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.488037862,BWA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
BY,Belarus,2010,,4/8/2022,88980,43.85411533,27.279448,0,0,0,0,0,86300,42.53326762,0.337154417,NA,2808.3,-0.218522756,9483836,0.45332816,7081770,74.672,2.435056533,NA,NA,0.977400005,106.9727173,5.6,NA,NA,0,100,0,0.128958303,97.14572288,0,2.375698524,0.37254621,85000000,0.243587907,7.295700073,167.7449362,3566.173013,2902.105435,2.233397323,41569.112,67.62503986,1.152904116,61470,16941.54,27.56066374,6.48155451,0.421972142,0.374641091,2273.54,3.698617212,-8944.121094,-98.66797861,90310,-41.64094725,516,15930,-11.85996257,12880,-33.12453166,23,0,NA,NA,NA,0,0,0,19.50677975,NA,NA,NA,NA,NA,8.891519589,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BZ,Belize,2010,,4/8/2022,1570,6.882946076,3.288031565,1233.321289,5.656372935,86.6877594,0.397575474,6.053948409,13913.9,60.99912319,NA,NA,3223.4,2.45178027,322465,2.413635089,145844,45.228,7.003447638,NA,NA,1.004420042,100.7418976,18.9,NA,NA,NA,89.91722437,NA,NA,NA,NA,NA,63.38095209,NA,NA,32.92869949,NA,NA,NA,NA,11.001,1.964464286,0.367243013,560,524.381,93.63946429,1.736622579,0.229593644,0.238067547,0,0,-327.0421786,310,1300,136.8958322,NA,540,31.88366548,140,51.32012255,NA,NA,NA,NA,NA,7.473733038,13.05827151,20.53200455,NA,NA,NA,NA,NA,NA,11.66309329,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
CA,Canada,2010,,4/8/2022,582800,6.500408785,4.203515887,158138.75,1.716929436,1966.178467,0.021347011,1.738276447,3473222.1,38.73947058,1.321207962,NA,3509.6,1.111864075,34004889,1.333268714,27522537,80.937,1.837256387,NA,NA,0.989539981,NA,5.7,NA,NA,0.2,100,13.17218012,58.18440158,8.612814976,15.01318195,1.295010731,61.39675684,19398000000,3.212355264,21.87610054,173.6133795,15269.74548,7788.560786,2.02013112,180251.385,33.68995851,0.382305681,535030,250892.473,46.89315982,15.73391403,0.392372332,0.350721791,86970.239,16.25520793,-142754.3906,96.33830062,674200,25.53910073,21577,90200,35.46430631,38970,-28.35699388,4209,4050,NA,NA,NA,0.369094495,1.852401809,2.221496304,44.75856986,NA,NA,NA,NA,NA,1.493236081,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CD,"Congo, Dem. Rep.",2010,,4/8/2022,260000,11.46864868,2.999492733,471.2958069,0.020599732,26.01448631,0.00113706,0.021736792,1371690,60.50550275,NA,NA,771.7,3.331133308,64563853,4.644293837,25833935,40.013,12.71601409,NA,2.2,0.787819982,63.64162064,113.8,NA,24.2,NA,12.86934471,0,98.91208096,1.01201771,0,0.075901328,98.91208096,0,0,96.80249786,355.1179692,104.6560836,307.4199583,0.10378766,44.004,2.136116505,0.078946621,2060,1727.157,83.84257282,0.031906398,0.050332445,0.036856863,0,0,-194.7015934,-44.83823559,51030,-41.95540271,0,32550,-24.89396428,15610,-23.5563364,0,0,NA,NA,NA,0.017427871,0.023850757,0.041278628,22.33284776,NA,NA,NA,NA,NA,21.42849112,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CF,Central African Republic,2010,,4/8/2022,50800,8.154354875,2.889338342,NA,NA,NA,NA,NA,226030,36.28206363,NA,NA,1447.4,1.126555117,4386765,1.667794927,1706627,38.904,2.871289444,NA,2.5,NA,39.22779846,145,NA,23.5,NA,9.8,NA,NA,NA,NA,NA,84.375,NA,NA,86.55139923,NA,NA,NA,NA,0,0,0.115755629,270,264.024,97.78666667,0.061548772,0.064185439,0.051232913,0,0,-180.6000545,522.7390622,44960,249.7612161,NA,19250,98.79605612,25420,93.52516673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3635796,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CG,"Congo, Rep.",2010,,4/8/2022,105760,30.96925329,1.49341142,36.8340416,0.01084904,4.058812141,0.001195476,0.012044516,220750,64.64128843,NA,NA,785,3.048956839,4273738,3.772466405,2703396,63.256,11.57729472,NA,2.6,NA,68.4287262,62,NA,NA,NA,39.96152115,0,54.71938776,43.75,0,1.530612245,54.71938776,0,0,54.79859924,75.90527152,140.1583345,392.3670567,2.969811685,194.351,3.902630522,0.481171047,4980,1738.158,34.90277108,1.16525627,0.217811849,0.225424362,0,0,358.2851028,-57.84477854,10250,-44.53880474,8,3140,-2.478802369,1900,-33.37037829,0,0,NA,NA,NA,0.063459909,0.416627264,0.480087173,55.97554179,NA,NA,NA,NA,NA,4.038534521,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
CH,Switzerland,2010,,4/8/2022,15346,38.83490232,10.23635996,0,0,0,0,0,12347.2,31.24607754,2.358920891,NA,6093.9,1.041558058,7824909,1.076896116,5759681,73.607,2.928360211,NA,NA,0.981530011,96.19563293,4.6,NA,NA,0,100,0,54.59486465,1.556349543,39.87615818,0.102949192,56.72954642,1410000000,2.134681766,20.56419945,50.8604029,8174.408162,3347.618356,1.725914474,6893.96,15.24875028,0.070436836,45210,29438.676,65.1154081,5.777702974,0.105320205,0.087780706,550.05,1.216655607,-278.626709,-5.533049428,54100,1.348343112,2277,5180,-15.4860193,2280,-15.19384786,74,378,NA,NA,NA,0,0,0,16.0676629,NA,NA,NA,NA,NA,0.657905124,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CI,Cote d'Ivoire,2010,,4/8/2022,206000,64.77987421,9.119496855,381.175293,0.119761557,130.4510193,0.040986437,0.160747994,39655.8,12.47037736,NA,NA,2270.5,2.334536146,20532944,3.225877725,9718242,47.33,1.026062471,NA,2.4,NA,NA,106.3,NA,NA,NA,58.28188705,0,27.12489522,70.29337804,0,1.424979044,28.28164292,69000000,1.156747695,75.33779907,131.0019551,215.0203108,494.9526965,0.612033885,3039.943,48.87368167,0.185295955,6220,3028.942,48.69681672,0.302927822,0.082326271,0.080177636,0,0,298.4550171,-100,19320,-78.63001033,0,8780,31.28962145,3040,29.13112833,0,0,NA,NA,NA,0.22839161,3.536550847,3.764942457,19.25486185,NA,NA,NA,NA,NA,17.48891707,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CL,Chile,2010,,4/8/2022,157430,21.1732649,1.709408606,3597.688721,0.498677294,47.12010574,0.00653134,0.505208634,167252.6,22.49433784,NA,NA,6815.4,1.0389117,17062531,1.104391233,14857028,87.074,7.330402955,NA,NA,1.000429988,NA,8.7,NA,NA,NA,99.64228821,27.90813118,35.93506966,17.68871827,0,14.01528941,40.202535,2579000000,4.267465334,27.0442009,85.02852416,3306.953699,1807.916188,2.26014151,10234.597,14.67957114,0.346015532,69720,43494.287,62.38423264,4.086146422,0.224985648,0.192176497,16538.17,23.7208405,-2073.09082,92.61884405,93170,108.8149428,0,13790,50.31154857,8240,65.7441189,0,8,NA,NA,NA,0.137948443,0.229884531,0.367832974,36.74325925,NA,NA,NA,NA,NA,3.615889645,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
CM,Cameroon,2010,,4/8/2022,97000,20.51998054,13.11586385,153.3866577,0.033140779,16.26819801,0.003514913,0.036655692,209004.8,44.21416936,NA,NA,1648.7,2.747733751,20341236,3.928085376,10487738,51.559,1.949524017,NA,2.9,NA,71.67993164,110.1,NA,NA,NA,52.72730255,0,72.21562977,7.068994745,0,19.71520597,73.21579929,59000000,1.00016952,78.60759735,106.2495207,261.4885349,342.496395,1.290405925,594.054,6.607942158,0.373105693,8990,5687.517,63.2649277,0.441959377,0.156901371,0.137105011,0,0,6.323913574,-3.599310252,85500,2.325353889,0,12960,13.5987034,62470,30.28005809,353,0,NA,NA,NA,0.180562719,0.276083558,0.456646277,23.15380442,NA,NA,NA,NA,NA,17.26971088,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CN,China,2010,,4/8/2022,5289168,56.12027552,12.87784131,83906.6875,0.907172261,23928.50781,0.258707371,1.165879632,2006103.8,21.2855969,NA,NA,5526.1,0.482959689,1337705000,3.255365494,658498663,49.226,4.0035629,NA,NA,0.988950014,NA,15.8,0.81,3.4,11.2,99.7,77.18719414,16.94897365,1.859881006,1.760219422,0.353949915,18.62282605,70255000000,1.673852403,12.26130009,220.01274,2943.589954,1954.722556,3.239419267,199748.824,2.358150915,1.121321061,8470570,1093466.397,12.90900609,6.332165911,0.684279943,0.712713509,6574171.931,77.61191904,-285418,306.1403514,10203820,187.3039783,183870,1063830,61.49511756,486770,61.63736194,8438,57054,NA,NA,NA,2.350330403,4.203002079,6.553332482,23.27010133,NA,NA,NA,NA,NA,9.325176941,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CO,Colombia,2010,,4/8/2022,425030,38.30824696,1.589004056,5934.868164,0.526733715,655.6970825,0.058194681,0.584928396,608077.9,54.8064804,NA,NA,3403.3,1.050649962,45222699,1.535380399,35257425,77.964,2.243830241,NA,NA,1.039669991,116.9559937,18.3,NA,3.4,7.8,96.788995,6.891155089,67.98768174,20.14337641,0,0.844776521,72.12069198,2456000000,4.133010232,29.74500084,58.55572706,1094.560942,689.9796936,2.072894615,22005.667,34.02236704,0.277035975,64680,35727.581,55.23744743,1.430255191,0.133274542,0.121379851,13483.559,20.84656617,4098.549805,-93.08408813,164350,-4.415832031,0,74190,32.62252151,22460,23.75938748,0,106,NA,NA,NA,0.392077758,0.832851833,1.224929591,39.90477437,NA,NA,NA,NA,NA,6.324853876,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CR,Costa Rica,2010,,4/8/2022,18190,35.62475519,4.406580494,283.8101807,0.561649495,12.18589401,0.024115418,0.585764913,28712,56.23188406,1.544804838,NA,3199.2,1.244933979,4577371,2.876598049,3283623,71.736,5.063711991,NA,NA,1.007349968,99.32607269,10.5,NA,NA,1.5,98.995734,0,75.78002713,0,0,6.688928311,93.31107169,1680000000,17.53104456,40.38560104,60.30825848,1887.983299,1015.014295,1.530316737,0,0,0.15173355,7110,6703.276,94.27954993,1.553293364,0.12074872,0.092290737,231.021,3.249240506,268.9791565,838.3000518,13560,35.96529703,98,4430,-39.78739721,1670,-17.42922224,0,0,NA,NA,NA,0.242243032,0.119459184,0.361702216,26.25782354,NA,NA,NA,NA,NA,6.485189408,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CU,Cuba,2010,,4/8/2022,64612,60.70274333,31.79255919,9163.390625,8.329352249,172.5357361,0.156831786,8.486184035,29320,27.54603533,NA,NA,1937.2,-0.00782094,11225833,0.112359785,8598651,76.597,NA,NA,NA,0.989660025,94.98464966,6.4,NA,NA,NA,97.54376221,0,0.557567397,13.04247859,0,39.52980399,3.241938265,467000000,2.684370869,14.60280037,NA,1303.154964,1099.502727,2.451624967,2060.854,6.810489095,0.398791483,30260,31158.499,102.9692631,2.695568338,NA,NA,77.007,0.254484468,-217.5268555,-68.57438253,47120,-12.72955002,226,13060,-30.42604522,3520,-40.2797386,0,0,NA,NA,NA,1.48484202,1.422300198,2.907142218,19.09050313,NA,NA,NA,NA,NA,3.614289268,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CV,Cabo Verde,2010,,4/8/2022,780,19.35483871,12.40694789,133.9038696,3.270773649,11.48864174,0.2806248,3.551398449,427.2,10.60049628,NA,NA,220,1.22066927,492644,2.531132528,304557,61.821,6.981903001,NA,4,1.039819956,101.1008224,26.3,NA,NA,NA,81.1,NA,NA,NA,NA,NA,1.182578598,NA,NA,21.2208004,NA,NA,NA,NA,0,0,0.36407418,540,557.384,103.2192593,1.096126209,0.192554546,0.176784754,0,0,462.8680293,100,770,NA,NA,120,78.439823,100,81.32392364,NA,NA,NA,NA,NA,1.979573963,3.65742042,5.636994383,NA,NA,NA,NA,NA,NA,7.989777332,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CW,Curacao,2010,,4/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.157657658,NA,NA,NA,1.265514155,148703,1.121523954,133691,89.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,2.418745276,NA,NA,0.476399988,480.3246529,7471.268233,13710.07982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.441001801,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CY,Cyprus,2010,,4/8/2022,1145,12.39177489,8.939393939,72.85275269,0.789283887,81.4782486,0.882732174,1.672016061,1728.4,18.70562771,21.83406114,NA,1998.4,1.31435018,1112617,1.101463707,751584,67.551,120.5945222,NA,NA,1.006170034,99.31649017,3.4,NA,NA,0,100,0,0,0,0,98.62833521,1.371664788,73000000,1.371664788,6.580699921,76.89455701,4585.585156,2195.327772,3.201560331,0,0,0.361762582,7820,6970.967,89.14280051,7.028474309,0.282076364,0.246182563,69.673,0.890959079,89.690979,875606.2147,9130,NA,304,690,40.6597071,400,31.15854044,0,0,NA,NA,NA,0.560168645,5.074873195,5.63504184,NA,NA,NA,NA,NA,NA,2.063078498,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CZ,Czech Republic,2010,,4/8/2022,42340,54.81615743,41.0538581,NA,NA,NA,NA,NA,26573.8,34.40419472,0.448748229,NA,4695.8,0.291361674,10474410,0.197209094,7673029,73.255,4.863365019,NA,NA,1.002349973,106.4567795,3.4,NA,NA,0,100,58.30246624,3.269176669,1.596492873,32.81836084,0.23326144,6.918135784,3113000000,3.648959115,10.95219994,126.568089,6348.424398,4237.896741,2.566599807,18481.68,16.22196085,0.658973432,113930,19893.475,17.46113842,10.87698496,0.390108222,0.324849633,72683.607,63.79672343,-4053.984863,645.6980411,134400,-25.73808399,3613,13780,-34.05344382,4560,-27.16385091,40,5,NA,NA,NA,NA,NA,NA,11.77660603,NA,NA,NA,NA,NA,1.540596113,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
DE,Germany,2010,,4/8/2022,167000,47.91003242,33.98456551,12582.6123,3.552068118,3211.480957,0.906600223,4.458668341,114090,32.73087185,NA,NA,6685.2,-0.153198447,81776930,0.100481934,62940432,76.966,2.533231229,NA,NA,0.961250007,102.0153503,4.2,NA,NA,0,100,43.64242247,3.344010291,14.41979754,22.43214387,1.395026676,16.72707367,83856000000,13.38306338,11.60599995,85.04561825,7264.322591,3997.079421,2.364617857,173845.136,22.49199607,0.250400911,772920,262982.572,34.02455261,9.451565374,0.242642145,0.201100388,306465.858,39.65039823,-14986.52734,-44.17811069,881300,-24.52620374,19780,59920,-50.44446946,36990,-40.3120137,888,5336,NA,NA,NA,1.028626816,3.014622563,4.043249379,9.277796317,NA,NA,NA,NA,NA,0.803696771,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
DJ,Djibouti,2010,,4/8/2022,17016,73.40811044,0.069025022,138.9527893,0.64445216,16.12578964,0.07479015,0.71924231,56,0.241587575,NA,NA,1848.3,1.48370781,840194,1.55513809,646941,76.999,3.234153297,NA,2.8,NA,NA,76.6,NA,NA,NA,56.15227127,NA,NA,NA,NA,NA,0,NA,NA,32.54430008,NA,NA,NA,NA,0,0,NA,520,517.047,99.43211538,0.618904682,NA,NA,0,0,-736.5527961,-71.66666667,1460,44.3699232,NA,660,48.85368225,260,34.74723959,NA,NA,NA,NA,NA,0.954173143,11.39787194,12.35204508,NA,NA,NA,NA,NA,NA,NA,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA
DK,Denmark,2010,,4/8/2022,26260,61.89017205,57.05868489,4907.316895,11.59045573,1210.91272,2.860021183,14.45047691,5864.9,13.82253123,12.14775324,NA,5875.9,0.444197155,5547683,0.606766049,4815111,86.795,-3.654669083,NA,NA,1.005749941,99.11992645,4.1,NA,NA,0.1,100,43.75997118,0.054037363,20.34378056,0,1.991662807,31.98239926,12408000000,31.9283619,21.18169975,69.07561968,6327.506456,3510.79685,2.473713838,10128.254,21.0216978,0.16971113,48180,20205.17,41.93684101,8.684706751,0.201955578,0.170873316,14447.98,29.98750519,855.1665039,-43.88839604,61800,-12.14742697,1693,7780,-2.734655932,4840,-34.74293919,21,36,NA,NA,NA,5.230391864,11.10784474,16.3382366,21.4928827,NA,NA,NA,NA,NA,1.20190857,DNK,Europe & Central Asia,Copenhagen,12.5681,55.6763,High income,Not classified
DM,Dominica,2010,,4/8/2022,250,33.33333333,8,3.885168076,0.514583395,2.446705341,0.324061641,0.838645036,478.7,63.82666667,NA,NA,1416.7,0.040924326,70877,0.475612806,48263,68.094,4.929207623,NA,3.9,1.032619953,77.03926849,24.6,NA,NA,NA,94.06615448,NA,NA,NA,NA,NA,19.70006817,NA,NA,10.10459995,NA,NA,NA,NA,0,0,0.330657681,180,172.349,95.74944444,2.539610875,0.253510805,0.211567841,0,0,39.60272542,-100,250,61.72072326,NA,40,9.542843624,20,-15.59873567,NA,NA,NA,NA,NA,0.474784134,0.506940736,0.98172487,NA,NA,NA,NA,NA,NA,11.46602867,DMA,Latin America & Caribbean,Roseau,-61.39,15.2976,Upper middle income,Blend
DO,Dominican Republic,2010,,4/8/2022,23970,49.61705651,16.55971848,780.1712036,1.62964959,54.10437012,0.113015149,1.742664739,20731.2,42.91285448,8.656654151,NA,4436,1.228553258,9695117,2.884152608,7150440,73.753,3.379491398,NA,NA,0.972350001,92.69573975,35.1,NA,NA,2.7,98.145414,12.24706429,11.74285146,21.07742321,0,54.7867047,11.8888078,22000000,0.145956346,17.03190041,60.76211489,1394.82587,776.6891312,2.741002368,1496.136,7.24872093,0.368838676,20640,15628.754,75.72070736,2.128906748,0.186576757,0.166549101,1851.835,8.972068798,558.7227783,-69.70269956,33030,86.27390634,0,8700,12.05076778,3110,0.823790367,0,0,NA,NA,NA,0.725931594,0.504109201,1.230040795,26.82562779,NA,NA,NA,NA,NA,6.057457826,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD
DZ,Algeria,2010,,4/8/2022,413740,17.37133356,3.149798047,378.7591858,0.016354931,200.346344,0.008651013,0.025005944,19180,0.805293609,2.381253928,NA,1474.3,1.805004747,35977451,2.867781875,24299170,67.54,1.426963636,NA,NA,0.993629992,95.61699677,27.4,NA,NA,NA,98.82183838,0,0.380460926,97.51169808,0,2.107840994,0.380460926,0,0,0.258100003,101.5630655,1016.636782,1114.217152,2.822382979,53409.855,47.20687202,0.802541896,113140,45401.127,40.12827205,3.144747525,0.240140486,0.286649867,1217.444,1.07605091,2490.390625,202.6866021,174020,57.52110974,275,48210,47.2953058,8510,47.00719613,0,426,NA,NA,NA,0.154394239,0.603106348,0.757500587,6.759853554,NA,NA,NA,NA,NA,8.466443577,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
EC,Ecuador,2010,,4/8/2022,74977,30.18883878,4.776936705,3262.497803,1.277587782,586.1027832,0.229516708,1.50710449,130281.9,52.45687711,12.56385291,NA,3106.2,1.589409453,15011114,1.900942343,9410467,62.69,0.23850542,NA,NA,1.021450043,103.1958313,19,NA,NA,5.7,97.462142,0,44.26674868,11.23071403,0,43.27746168,45.49182429,239000000,1.225075606,11.78789997,75.81997116,1137.95685,784.0520697,2.94405155,1455.799,4.201440115,0.433584436,34650,31231.839,90.13517749,2.308289711,0.253928601,0.223217904,0,0,-1079.517334,-84.83454202,61800,63.06392697,104,21350,40.86209407,5390,66.79573774,0,0,NA,NA,NA,1.377650723,3.812579019,5.190229742,27.24574605,NA,NA,NA,NA,NA,9.733118078,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
EE,Estonia,2010,,4/8/2022,9488,22.38263741,15.2158528,734.9318237,1.704652117,44.95783997,0.104278349,1.808930466,23360.2,55.10780845,0.031618887,NA,2464.2,-0.228057969,1331475,-0.417258644,906655,68.094,13.27763016,NA,NA,0.99397999,100.6342773,4.6,NA,NA,0.7,100,3.154890466,0.208269053,2.337241592,0,0.316260413,8.05307004,1017000000,7.844800987,25.38949966,162.3146664,6506.318181,4222.73719,3.357955375,1287.117,6.817356992,0.97255064,18880,1386.126,7.341769068,14.17976304,0.655879778,0.545045406,14921.023,79.03084216,499.5217896,-99.54128965,21560,-59.18942341,58,1240,-31.87011196,1260,-54.22596812,3,2,NA,NA,NA,0.820986944,2.085488937,2.906475881,NA,NA,NA,NA,NA,NA,3.17107207,EST,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
EG,"Egypt, Arab Rep.",2010,,4/8/2022,36710,3.687779396,2.8861319,13035.72363,1.336258437,2797.161621,0.28672983,1.622988267,656.4,0.065940027,NA,NA,6504.3,1.98480508,82761244,1.938325579,35603060,43.019,2.916016576,NA,NA,0.97122997,96.02799225,28.7,NA,NA,2.2,99.44637299,0,8.887163138,76.47619826,0,13.47584403,10.04795771,1704000000,1.160794572,5.329999924,84.771361,1576.039626,876.5420805,2.708711643,82016.122,41.73848448,0.68123601,196500,94333.575,48.0069084,2.374299739,0.249335516,0.229621173,4129.042,2.101293639,-10875.53125,91.75480614,276450,101.4753789,527,53530,88.77799758,23640,29.11267482,1903,1457,NA,NA,NA,12.26418561,9.259533686,21.5237193,25.65401869,NA,NA,NA,NA,NA,13.34075916,EGY,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
ER,Eritrea,2010,,4/8/2022,75920,75.16831683,6.831683168,1465.244019,1.195079135,12.85012054,0.010480787,1.205559922,10868.6,10.7609901,NA,NA,511.7,1.606207281,3170437,3.297772888,1115201,35.175,5.72501514,NA,2.7,0.809469998,76.33065033,55.1,NA,39.4,NA,39.86760712,0,0,0,0,99.35691318,0.643086817,2000000,0.643086817,81.06919861,NA,85.79258948,233.659587,0.674943271,0,0,NA,500,480.377,96.0754,0.157706966,0.106185855,NA,0,0,26.06934357,NA,7500,45.26043389,0,3360,37.01673468,3610,19.79118727,0,0,NA,NA,NA,0.568353753,0.199195075,0.767548828,NA,NA,NA,NA,NA,NA,NA,ERI,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
ES,Spain,2010,,4/8/2022,275450,55.08889822,25.05549889,2142.009521,0.426752141,1983.388428,0.395150091,0.821902232,185453.4,37.0899382,12.00217825,NA,3291.5,0.460408305,46576897,0.756607893,36535850,78.442,2.576812313,NA,NA,1.010599971,96.78925323,3.8,NA,NA,0.7,100,8.823746313,14.18074551,31.79505229,20.77969965,5.551756503,32.77554304,55472000000,18.59479753,14.41250038,73.49720467,5706.563063,2742.877182,2.138864424,71297.481,26.09239927,0.228341819,273250,155506.469,56.90996121,5.866642426,0.185168562,0.157200556,31033.821,11.35729954,7985.689453,105.4988517,349440,20.88849874,9968,39450,12.23627663,20010,-13.8851303,1227,944,NA,NA,NA,0.883991979,3.492622987,4.376614966,23.01772057,NA,NA,NA,NA,NA,2.431134632,ESP,Europe & Central Asia,Madrid,-3.70327,40.4167,High income,Not classified
